Open,High,Low,Close
307.872864,319.303772,304.291168,313.321594
313.96936,322.35202,310.349548,320.446869
322.047211,325.400269,317.512939,322.96167
326.924408,329.210571,318.579834,319.379974
322.35202,326.924408,320.142059,325.324066
334.545013,334.545013,318.160675,320.02774
318.92276,323.87616,317.093811,320.256348
317.017609,326.467163,316.255524,320.789795
322.35202,326.924408,319.456177,322.275818
323.26651,328.334198,323.26651,326.69577
324.638214,329.210571,320.827911,322.618744
320.065857,326.924408,317.893951,325.552673
320.065857,325.400269,313.245392,316.369843
322.96167,322.96167,313.96936,315.722076
314.731415,321.399445,314.731415,316.941376
317.017609,321.551849,316.255524,320.408783
324.219086,328.372314,319.341888,325.895599
329.591614,333.020874,323.87616,329.02005
332.182617,339.879456,327.91507,329.363007
332.906586,332.906586,324.219086,325.59079
326.924408,328.067474,321.018433,325.28595
326.238525,328.257996,321.361359,322.542542
323.87616,325.781311,309.62561,314.464691
316.255524,316.255524,303.833923,311.530762
308.634918,318.389313,307.034576,314.921936
315.68399,322.199615,315.68399,316.941376
318.541718,323.457001,317.398621,320.599274
320.065857,323.114075,305.700989,316.026917
319.265686,319.265686,311.683167,314.236084
318.160675,318.160675,310.997314,312.216614
319.989624,319.989624,311.302124,312.483337
315.493469,321.285126,311.683167,317.017609
321.475647,321.475647,313.96936,317.551025
316.865173,323.87616,315.455383,320.02774
317.131897,331.496765,317.131897,329.667816
334.545013,339.117371,328.448517,329.744019
330.277466,331.915894,319.684814,322.809265
323.495117,326.124237,319.7229,321.704285
319.608612,321.399445,317.170013,318.198792
321.589966,333.401917,319.456177,320.599274
313.359711,327.572144,313.359711,316.788971
317.017609,318.998962,307.491821,309.854218
313.588318,318.503601,310.349548,312.673859
314.731415,323.647522,312.864349,314.197968
316.560364,316.560364,304.062561,306.158234
307.110809,311.759369,304.824615,307.225098
309.778015,310.768677,304.824615,306.539246
309.396973,312.445221,306.50116,308.596802
307.110809,308.482513,305.015137,306.310638
306.19632,308.558716,301.738251,303.643402
304.862701,306.19632,297.20401,297.775543
293.241272,301.014313,285.773071,286.649445
287.678223,291.869568,283.143951,284.820496
285.773071,292.784027,282.115173,283.715515
285.011017,288.440277,279.676575,282.191376
278.533478,280.362427,274.418365,277.80954
278.152466,284.9729,277.009369,283.715515
289.583374,294.079529,288.364075,289.9263
290.574066,292.136292,287.487701,289.202362
291.412323,300.63327,291.145599,299.795013
301.776367,301.776367,295.679871,298.080353
295.375061,299.147247,295.298828,296.937286
296.327637,306.348724,295.717987,304.710297
305.58667,311.683167,305.58667,307.453735
308.977844,310.006622,298.347076,300.061737
301.471527,301.471527,297.20401,298.080353
298.91864,302.538422,295.908478,298.575714
296.518127,301.776367,296.518127,300.480865
300.252228,301.54776,298.423279,298.994843
298.728119,303.300476,292.021973,294.498688
294.155762,297.889862,291.526642,293.241272
292.784027,297.051575,291.183716,292.098175
289.773895,294.155762,286.763763,288.630798
293.393677,295.679871,290.497864,292.479218
291.717163,297.81366,291.564728,296.022797
297.966064,300.404663,286.1922,288.783203
287.297211,288.059265,282.420013,285.011017
288.630798,292.631622,288.630798,290.459747
291.221802,293.203186,287.373413,291.412323
293.469879,300.214142,292.669739,296.670563
299.490173,302.271698,296.480042,297.546936
300.137939,304.557892,293.393677,295.032135
297.20401,299.490173,292.25061,297.165894
302.538422,308.406311,300.176025,302.881348
307.110809,307.758545,298.385193,300.290344
301.776367,304.443573,300.252228,303.109985
304.062561,304.672211,296.480042,298.423279
299.490173,299.490173,288.287872,290.002502
292.631622,292.631622,280.438629,284.668091
288.82132,292.822144,286.573242,289.697693
291.031311,294.765411,287.297211,288.592712
289.354767,292.631622,288.897522,289.430969
291.107513,291.640961,286.611328,288.516479
285.925476,291.412323,285.925476,288.364075
287.373413,296.365723,287.373413,288.364075
290.726471,290.955078,286.801849,287.792542
288.82132,289.888214,279.105042,281.010193
281.353119,284.934814,275.713867,277.542816
281.962769,283.296387,278.533478,282.115173
283.410675,283.410675,278.762115,280.438629
281.810364,284.629974,279.676575,281.010193
281.962769,283.982239,281.200714,282.229492
285.773071,289.583374,281.54364,288.287872
288.82132,292.441101,286.801849,289.773895
289.583374,295.451263,287.60202,290.688385
292.288696,292.364899,281.962769,283.220154
284.096527,285.620667,277.5047,278.647797
281.886566,284.9729,275.332825,282.267578
275.256622,288.021149,275.256622,278.990723
280.438629,281.886566,274.342163,277.19989
277.390381,278.076263,267.712219,270.303223
274.342163,276.628326,267.445496,272.170288
271.713043,271.713043,258.034027,265.997589
304.824615,304.824615,261.387115,263.025543
259.100922,263.55899,247.09845,249.156021
254.528549,254.528549,231.5905,244.355026
244.62175,250.337219,236.239075,240.659027
241.421097,256.052673,237.763199,254.185623
258.338867,262.682617,256.052673,259.52005
260.701263,266.49292,259.82489,264.092407
263.673279,263.673279,251.632721,252.813919
253.766495,257.19577,245.002777,248.470154
244.697952,253.766495,243.173828,250.718246
248.50827,249.422745,240.963852,242.983322
243.173828,245.841049,224.808151,230.104477
230.142578,235.477005,224.198502,232.924103
235.553223,240.735229,232.8479,237.686996
240.811447,246.831726,240.811447,245.269501
243.097626,249.879974,240.278,242.830902
240.049377,246.145874,234.905472,241.840225
243.859695,243.859695,229.647247,230.866547
230.942749,235.3246,230.904648,233.800476
237.763199,246.907928,237.763199,243.288147
243.935898,246.260178,236.658203,238.25853
232.428772,243.859695,229.380524,240.239899
243.097626,244.926575,226.103653,227.894501
228.618454,231.514297,223.474548,224.731949
226.332275,231.057053,226.332275,228.885178
234.714951,240.049377,227.703979,230.82843
232.504974,237.001129,230.218781,232.238251
235.553223,240.735229,232.809799,239.173004
241.421097,241.421097,234.753052,235.819946
236.848724,236.848724,230.98085,231.819122
232.428772,232.428772,227.09433,227.780197
226.332275,228.275528,220.997849,222.064728
221.759903,221.759903,211.167252,212.691376
213.377228,215.4729,205.947128,207.890381
211.624481,211.624481,201.222351,207.166428
208.728653,213.072403,205.909027,206.404358
208.042801,211.472076,200.42218,202.022507
202.708359,205.642303,190.972626,192.725357
195.773605,196.192734,186.819382,189.181778
189.143677,195.240158,189.029358,192.649155
195.087753,195.849808,191.506058,192.458633
193.563629,194.592407,192.039505,192.915878
195.011551,195.468781,190.553482,191.315552
192.001404,193.563629,189.372284,191.696579
193.068283,193.068283,177.788956,179.846527
179.274979,182.132706,174.169159,178.779633
171.463837,179.008255,171.463837,176.417236
176.455353,181.294434,174.131058,175.769485
178.779633,182.513733,157.518112,175.388458
172.987961,180.151352,170.777985,176.68396
177.560333,179.617905,170.701782,172.568832
172.987961,175.197952,168.796631,170.358856
173.292786,173.292786,160.947388,164.071854
163.04306,163.04306,150.088013,152.221786
150.850082,154.698486,143.267563,151.535934
148.906815,159.270859,139.381058,152.221786
150.126114,152.412308,142.124481,143.953415
144.791687,146.087189,136.866257,138.276062
138.69519,146.201508,133.436966,138.618988
139.076233,149.287857,137.856934,147.115982
148.602005,151.497833,139.152435,140.867065
137.171082,142.162582,135.646957,141.133789
140.219315,143.267563,137.399689,139.228638
139.838287,141.210007,137.171082,137.43779
138.771408,139.076233,121.967949,123.530174
125.74015,125.74015,114.385437,117.281265
118.081436,118.881599,107.069641,107.869812
108.9748,117.814713,108.212738,116.252487
112.785103,119.338837,111.337189,115.71904
116.97644,118.157639,112.747002,113.013725
117.738503,117.738503,107.907913,108.784286
108.784286,110.651337,104.63105,105.431213
105.926552,110.76564,105.926552,108.517563
106.688614,110.308403,106.688614,108.36515
108.36515,109.965477,104.55484,105.050179
107.03154,109.279625,106.688614,107.412575
106.612404,106.688614,101.811417,102.802101
103.259338,105.16449,102.725891,103.792778
102.802101,106.612404,102.15435,103.792778
103.640366,105.393112,102.116241,102.725891
102.916412,104.326225,100.592117,101.087463
101.506592,107.298264,100.592117,105.621727
106.879128,108.822388,105.469315,107.7174
108.89859,110.155991,106.155167,107.679291
108.9748,110.76564,107.183952,109.927376
110.498924,110.498924,107.298264,109.317726
109.58445,113.089928,108.593765,109.927376
111.260986,111.832527,108.9748,109.50824
110.498924,110.498924,105.469315,106.688614
108.174637,113.547165,107.10775,112.670799
113.547165,133.665588,112.937515,132.065262
134.122833,151.002487,131.989059,145.058411
148.602005,150.583359,143.343781,145.934784
146.392014,148.75441,143.534286,145.363235
145.591858,146.925461,135.075409,136.294708
134.122833,141.057587,129.245636,130.236313
129.550461,136.866257,128.369263,135.837463
136.447113,137.43779,131.455612,134.770584
135.494537,137.132965,130.045792,130.960266
130.312515,134.199036,127.340485,132.827332
134.580063,137.933136,133.436966,135.456436
136.523315,137.132965,132.674911,133.894211
134.884888,136.370911,132.446289,133.627487
133.398865,134.160934,129.702866,131.531815
131.836639,133.551285,130.00769,130.579239
131.684235,131.950958,125.206711,125.968773
125.892563,127.226173,121.548813,122.958626
124.063614,124.825676,117.357475,118.081436
117.281265,119.605553,112.404076,112.899414
112.785103,114.652161,108.9748,112.518387
114.156815,115.833351,109.736862,110.537025
111.337189,113.890099,110.194099,112.975624
113.204239,114.537849,110.651337,111.489601
111.260986,112.785103,109.622551,110.422714
111.222878,112.404076,110.155991,110.994263
110.194099,118.652977,109.813065,113.24234
112.937515,118.386261,111.870628,116.214386
117.357475,120.977264,113.623375,115.490425
115.299911,117.357475,111.489601,112.175453
113.547165,113.623375,108.403252,108.708076
109.355827,109.736862,102.916412,103.37365
103.640366,106.307587,101.011253,104.173813
102.878304,104.059502,99.906265,100.82074
101.049355,105.16449,100.744537,101.963829
102.15435,103.030716,100.515915,101.392288
103.030716,103.94519,100.973152,101.392288
102.116241,107.7174,102.116241,106.955338
107.488777,109.698753,107.488777,108.631866
109.355827,112.63269,108.9748,112.06115
112.747002,120.901062,110.76564,119.719864
114.309227,121.929848,114.309227,117.281265
118.119537,120.405724,114.766464,115.566628
116.32869,117.357475,114.385437,115.566628
115.452324,119.224525,114.385437,118.576775
118.881599,118.919701,114.385437,115.79525
113.813889,123.758789,113.813889,121.47261
122.882423,124.063614,119.681763,120.824852
120.405724,124.749474,119.262627,123.149139
123.415863,126.044975,123.034836,124.292236
125.74015,127.188072,121.243988,122.00605
121.129677,122.348976,117.814713,119.567451
119.681763,121.3964,116.290588,117.776611
117.776611,118.500565,108.212738,109.546341
109.546341,111.108566,100.592117,103.640366
104.783463,106.688614,103.030716,103.411751
103.640366,105.736038,100.668327,104.097603
104.402428,109.355827,104.402428,107.336365
105.926552,110.651337,105.583626,109.432037
110.994263,111.98494,108.669975,111.222878
111.832527,115.071289,111.718224,113.585274
114.652161,115.909561,111.413399,113.013725
114.233025,116.4049,112.556488,113.775787
114.690262,118.043327,114.156815,116.785927
117.357475,120.74865,116.214386,119.45314
118.767288,121.548813,116.252487,116.900238
116.97644,118.881599,116.785927,118.500565
118.881599,120.901062,116.97644,117.471786
118.119537,118.691086,113.585274,114.347328
113.509064,115.452324,109.736862,111.032364
113.890099,113.890099,111.299088,112.937515
112.594589,116.214386,111.032364,113.775787
114.233025,117.357475,113.85199,115.642838
116.138176,116.633514,113.775787,114.423538
115.071289,115.71904,112.785103,114.880775
113.204239,113.204239,105.850349,109.50824
108.212738,110.918053,106.802925,108.89859
108.9748,110.498924,108.403252,109.660652
109.965477,111.070465,109.50824,110.079788
111.260986,111.260986,106.726715,107.412575
107.450676,108.669975,103.640366,105.583626
103.068825,105.926552,102.230553,102.840202
103.564163,105.126389,101.735214,103.259338
104.402428,105.507416,101.392288,102.916412
102.954514,102.954514,99.068001,99.753853
98.229729,98.801277,94.571838,97.543877
99.449028,100.249191,94.571838,95.219589
91.44738,92.971504,87.71328,91.942726
87.637077,91.371178,86.913116,88.399139
85.350891,89.389816,83.788666,85.998642
89.923264,91.752205,87.78949,89.58033
89.084991,92.742889,88.132416,91.333076
92.971504,93.695465,87.827591,88.780167
85.350891,89.199303,78.49234,79.749741
80.016457,80.016457,75.901329,78.111305
78.111305,80.206978,72.967392,73.805656
69.461906,73.767555,69.461906,72.73877
73.157906,76.853905,70.490692,76.168053
77.234932,81.464378,75.520294,79.483017
81.350067,81.692993,76.510979,77.15873
78.378029,78.797165,71.633781,72.81498
72.472054,72.700668,68.242607,69.080879
69.72863,78.49234,69.347595,77.463554
78.759056,80.702316,75.215469,77.273041
76.968216,78.911469,75.444092,76.968216
76.01564,80.054565,74.834442,78.606644
78.49234,79.483017,75.520294,78.378029
79.254402,84.512627,78.911469,83.636253
84.512627,85.808128,82.416954,84.550728
83.407631,86.57019,81.159554,81.654892
78.606644,80.397491,77.80648,79.292503
80.054565,82.607468,78.568542,79.330605
80.168869,80.397491,77.044418,79.330605
80.473694,82.531265,79.787842,82.074028
83.026604,83.560043,80.245079,80.96904
81.540581,81.540581,77.730278,78.035103
77.044418,79.825943,76.206154,79.292503
79.635429,81.350067,78.911469,80.092667
77.006317,78.49234,73.996178,75.101166
73.843765,75.215469,72.052917,73.881866
74.339104,74.643929,71.328957,73.234116
75.329781,76.968216,75.063057,75.215469
75.825119,76.053741,71.59568,72.052917
71.862404,73.843765,71.100342,72.967392
72.357742,74.110481,70.947929,71.481369
70.871719,70.871719,69.347595,69.72863
70.033455,71.062241,68.623642,69.11898
70.376381,70.528793,68.585541,68.928467
69.576218,71.633781,69.576218,70.681206
70.300179,72.700668,70.109657,71.59568
72.776878,74.453407,72.12912,73.081703
73.691345,76.510979,72.319641,75.672707
76.739594,79.063881,75.101166,75.367882
74.643929,75.825119,74.453407,75.253578
76.129944,76.663391,73.919968,74.07238
73.196007,73.196007,71.633781,71.976707
72.624466,73.348419,72.12912,72.662567
72.319641,73.119804,70.986031,72.776878
73.005493,74.301003,72.091019,72.891182
74.034279,74.262894,69.385704,70.223969
68.737946,71.405167,68.737946,70.566895
72.967392,76.930115,72.700668,75.825119
73.767555,78.225616,73.729454,76.282356
74.415306,76.434769,73.386528,73.881866
73.157906,74.186691,72.624466,73.157906
73.157906,74.68203,72.167229,73.843765
74.339104,76.892006,74.301003,75.825119
75.444092,76.510979,73.919968,74.720131
75.139267,75.787018,72.395844,72.662567
72.700668,73.386528,70.490692,71.024132
71.024132,71.786194,68.013992,68.433128
69.195183,69.995354,65.30867,66.223145
67.061417,67.671066,64.470406,66.909004
61.726982,67.632957,61.726982,65.041954
64.584717,64.584717,61.879395,62.679562
61.9175,63.898857,61.193539,62.260426
62.260426,66.185043,62.260426,64.660919
63.289207,65.461082,61.726982,61.993706
62.717663,62.870075,60.507687,60.926819
60.240963,64.584717,59.135975,63.479725
66.337456,70.109657,63.670238,69.233292
69.804832,70.414482,68.128304,68.852257
68.814156,68.814156,64.241783,65.041954
67.366241,69.271393,65.99453,66.947105
66.909004,70.109657,65.727806,69.576218
69.347595,71.633781,68.585541,69.72863
70.26207,70.833618,69.004669,69.919144
69.080879,69.995354,65.30867,65.651604
63.479725,71.862404,62.298531,69.690529
70.490692,71.405167,63.479725,64.394196
63.594032,65.232468,63.365417,64.927643
64.470406,66.489868,63.060593,63.555931
62.146118,63.594032,61.041126,62.603355
63.251106,64.394196,59.555107,60.469582
59.478901,60.964924,55.630489,57.078407
57.192719,58.297707,55.706696,56.049625
57.23082,59.4408,56.925995,58.907356
58.678738,60.469582,57.23082,59.974243
59.478901,62.222324,58.2215,59.555107
59.821831,61.726982,59.70752,60.393375
60.621994,61.650776,58.030987,58.907356
58.983562,59.783726,57.078407,57.497543
57.535645,59.821831,56.544964,58.030987
59.059769,60.126656,58.145294,58.983562
59.821831,62.031807,58.983562,61.269745
61.955601,63.365417,61.422157,63.022488
63.327312,64.241783,61.955601,62.90818
63.022488,64.165581,62.793869,63.213001
63.1749,63.479725,61.193539,62.222324
null,null,null,null
62.412838,66.299355,61.803188,65.651604
65.765907,67.747269,65.765907,67.366241
67.823479,70.871719,67.556755,70.300179
71.252754,71.976707,68.737946,69.385704
69.995354,73.53894,69.881042,72.624466
73.386528,75.329781,72.929291,74.986855
75.901329,77.654068,73.919968,74.643929
74.986855,75.634605,70.947929,71.443268
71.633781,75.710815,71.252754,75.063057
76.358566,76.968216,72.929291,73.729454
74.68203,76.129944,73.005493,74.491516
74.68203,77.730278,73.310318,76.701492
77.425453,79.902153,76.01564,79.063881
80.016457,81.807304,79.444916,79.940254
79.254402,79.787842,74.110481,74.720131
75.444092,78.187515,74.720131,77.539757
77.311142,83.064705,76.815804,82.035919
83.026604,83.293327,77.958893,79.559219
80.016457,82.15023,78.873367,81.007141
82.188332,86.379677,81.540581,84.512627
86.112953,86.836914,80.092667,80.854729
80.96904,84.207794,79.559219,82.569366
81.997818,87.256042,81.273865,86.417778
86.836914,90.075668,84.665031,87.17984
87.332253,88.094315,85.541405,86.036743
86.49398,89.542229,85.541405,88.818268
86.112953,93.543053,85.427094,91.828415
91.44738,92.399963,89.58033,90.685318
91.409279,96.972328,89.542229,90.723427
91.066353,93.31443,90.647217,92.323753
91.942726,95.676826,83.979179,85.579506
85.122269,86.112953,81.692993,83.826767
84.62693,86.112953,80.854729,82.75988
81.50248,82.22644,76.663391,77.577866
77.501656,84.093491,77.006317,83.102806
84.207794,86.722603,81.235756,83.217117
83.026604,83.407631,79.864044,81.731094
83.026604,84.893654,81.540581,82.874191
null,null,null,null
82.340752,85.655716,80.588005,83.941078
84.512627,86.417778,78.873367,79.749741
79.825943,81.997818,77.15873,80.245079
80.89283,84.969856,80.89283,84.550728
86.112953,90.151878,83.941078,88.322929
89.466026,91.828415,88.856377,89.427917
90.647217,91.218765,87.903793,89.313614
88.780167,88.780167,84.207794,84.62693
84.665031,86.722603,80.092667,82.15023
82.302643,82.302643,77.349243,77.958893
78.263718,82.683678,76.587181,81.616791
82.75988,85.274689,82.074028,84.436417
85.122269,87.065529,78.644753,79.864044
80.397491,83.826767,79.254402,82.302643
82.188332,82.531265,78.49234,79.825943
81.083344,81.769203,78.530441,80.816628
82.302643,82.302643,76.434769,77.730278
76.968216,78.644753,76.282356,76.968216
78.263718,81.350067,78.149406,80.702316
80.930931,83.826767,80.397491,82.950394
84.360214,84.588829,82.683678,83.826767
83.712456,86.798805,83.674355,85.23658
83.064705,85.541405,81.616791,82.340752
82.683678,83.179016,80.96904,82.569366
82.035919,86.341568,81.007141,83.293327
89.65654,89.65654,83.826767,88.818268
90.685318,91.599792,84.969856,85.808128
85.808128,89.161201,84.969856,88.742065
89.313614,93.504951,88.856377,91.676003
91.828415,94.114601,91.828415,93.619255
94.419426,94.952866,91.828415,93.238228
93.733566,94.076492,90.304291,90.875839
92.247551,94.990967,88.170517,88.475342
89.466026,89.504128,87.10363,87.941902
88.399139,89.04689,84.779343,85.998642
86.112953,87.560867,81.007141,83.331429
82.912292,82.912292,77.88269,79.559219
79.787842,82.15023,79.635429,81.540581
82.83609,82.83609,80.206978,80.930931
80.397491,80.664215,78.49234,78.835266
78.49234,80.778519,77.425453,78.644753
76.396667,79.749741,74.07238,78.911469
79.254402,79.940254,73.919968,74.60582
73.157906,76.091843,70.185867,72.319641
72.586357,74.148582,70.452591,71.062241
70.833618,71.024132,68.204506,69.881042
69.72863,70.566895,65.91832,66.718483
65.156258,68.737946,63.403519,68.280708
66.870895,67.671066,64.77523,66.642281
67.061417,68.356918,64.584717,65.346779
64.69902,64.927643,63.51783,64.508507
64.77523,66.299355,63.555931,65.38488
66.299355,66.985207,64.05127,64.356094
62.489044,64.013168,62.489044,62.793869
62.90818,63.594032,61.841293,63.213001
62.641457,65.91832,62.641457,64.737129
65.30867,67.137619,64.69902,66.299355
66.337456,66.985207,65.651604,65.91832
65.842117,65.842117,63.022488,63.365417
62.946281,65.91832,62.069912,65.499191
64.851433,65.842117,63.708344,64.12748
62.870075,64.356094,62.146118,63.78455
64.77523,66.108833,64.317993,64.660919
64.927643,68.166405,64.813332,67.78537
69.11898,70.795517,68.585541,69.842941
69.347595,71.176544,67.823479,69.766731
70.26207,72.586357,68.966568,69.614319
69.080879,71.252754,67.823479,70.833618
71.024132,71.557579,69.766731,70.147766
69.195183,70.566895,66.794693,67.328133
67.366241,69.11898,67.290031,68.166405
68.890366,69.347595,64.851433,65.499191
64.546608,66.299355,63.632137,65.956429
65.956429,69.347595,65.956429,68.928467
67.556755,70.986031,67.556755,70.757416
70.795517,71.062241,68.585541,69.385704
69.004669,72.091019,68.585541,69.11898
69.195183,70.109657,68.585541,69.538116
69.65242,71.176544,69.080879,69.881042
70.26207,70.490692,67.86158,68.318817
69.347595,72.243431,68.966568,71.824303
72.891182,75.139267,72.395844,74.415306
75.367882,75.787018,73.53894,74.60582
74.910645,76.510979,74.377205,75.177368
75.063057,77.920792,75.063057,77.273041
77.273041,77.539757,74.529617,75.825119
75.405991,75.405991,71.709991,72.586357
73.196007,76.053741,72.510155,75.367882
75.444092,77.349243,74.910645,76.625282
75.444092,76.129944,73.843765,75.024956
75.215469,76.625282,74.110481,74.377205
74.491516,75.215469,72.091019,72.853081
73.729454,75.063057,70.947929,71.938606
72.12912,72.73877,69.309494,72.433945
73.500832,74.186691,72.243431,72.700668
72.624466,73.348419,70.833618,71.405167
70.185867,71.51947,69.309494,69.500008
69.347595,70.300179,65.194366,67.366241
66.718483,66.947105,64.508507,65.30867
65.880219,66.185043,60.279064,61.384056
62.184219,63.936962,59.021664,59.745625
60.736301,63.594032,60.355274,63.060593
63.594032,64.317993,61.57457,63.822655
63.746445,64.965744,62.90818,64.622818
64.546608,65.537292,64.013168,64.77523
64.089371,64.508507,62.146118,63.975063
65.30867,65.461082,63.136799,63.975063
64.317993,65.499191,63.936962,64.508507
64.546608,65.30867,62.56525,63.098694
63.289207,63.898857,61.57457,62.222324
61.803188,62.679562,61.079231,61.841293
61.041126,62.222324,61.041126,61.612675
61.384056,62.603355,61.193539,61.498363
61.841293,62.412838,61.269745,61.460262
62.489044,62.489044,59.09787,59.821831
59.859932,61.117332,59.859932,60.240963
59.859932,60.469582,58.907356,59.09787
59.364594,59.478901,57.611851,58.412018
57.154613,58.716839,57.154613,57.688057
57.345131,58.602531,55.020844,55.478081
54.906532,55.020844,50.067444,52.696552
52.772758,53.306202,49.991238,51.210533
51.058121,51.972595,49.648308,50.67709
51.096226,51.782082,50.486576,50.67709
51.439152,51.629669,49.876926,50.143646
49.724514,50.715195,48.086082,49.038658
49.076763,49.991238,48.962452,49.038658
48.162289,50.296059,48.086082,49.534
51.02002,52.163113,49.991238,50.715195
null,null,null,null
51.096226,52.201214,50.600883,51.439152
50.791401,51.210533,49.838821,50.257957
50.638988,50.905708,48.81004,49.419689
49.534,50.181751,47.628845,48.162289
48.848145,50.143646,48.390907,48.924351
49.762615,53.953957,49.152969,51.820183
52.772758,56.544964,51.820183,55.592388
55.630489,58.373913,53.953957,55.592388
55.630489,57.078407,55.516182,56.430656
56.430656,58.869251,56.392551,57.078407
57.57375,58.030987,55.249458,56.202038
56.583069,59.821831,56.087727,58.716839
59.174076,60.355274,57.116512,57.802364
58.983562,59.898037,57.916676,58.793045
58.48822,59.783726,58.030987,58.983562
58.793045,62.374737,58.297707,61.57457
61.384056,65.194366,61.384056,64.013168
64.356094,64.927643,60.43148,62.793869
63.213001,68.356918,62.108013,65.99453
66.604179,67.137619,64.12748,64.737129
64.317993,64.508507,62.146118,62.412838
61.384056,63.289207,60.164757,62.755768
62.793869,65.156258,61.117332,62.717663
62.146118,63.898857,60.964924,63.022488
63.403519,63.822655,60.964924,61.841293
62.146118,63.060593,60.240963,61.155437
62.184219,62.717663,61.193539,61.879395
61.879395,62.412838,60.43148,61.079231
61.117332,61.117332,59.174076,59.974243
